customer_id,age,gender,country,signup_date,last_purchase_date,num_orders,total_spent,avg_order_value,recency_days,is_premium_member,device_type,preferred_category,churned
10264,53.0,,,2023-07-05,2024-07-04,7,2246.86,320.98,454,0,Mobile,Grocery,0
10265,36.0,Female,Australia,2024-08-08,2025-04-10,10,13990.99,1399.1,174,1,Mobile,Fashion,0
10266,43.0,Male,India,2025-05-31,2025-06-18,3,2759.68,919.89,105,1,Mobile,Home,0
10267,20.0,Female,India,2024-08-06,2024-09-06,4,3263.28,815.82,390,1,Mobile,Grocery,0
10268,36.0,Female,India,2022-04-26,2024-02-03,4,7031.45,1757.86,606,0,Mobile,Fashion,0
10269,37.0,Female,USA,2021-01-22,2025-04-18,6,0.0,0.0,166,1,Mobile,Sports,0
10270,49.0,Female,USA,2022-10-11,2025-01-01,9,12415.19,1379.47,273,1,Mobile,Electronics,0
10271,24.0,Female,India,2021-08-15,2024-06-19,7,6790.4,970.06,469,1,Mobile,Fashion,0
10272,69.0,Male,USA,2021-03-25,2024-05-20,5,815.98,163.2,499,0,Mobile,Home,0
10273,58.0,Male,India,2021-01-09,2022-08-06,6,4149.91,691.65,1152,1,Desktop,Grocery,0
10274,50.0,Female,India,2021-05-18,2024-06-23,5,6143.93,1228.79,465,1,Mobile,Grocery,0
10275,57.0,Female,USA,2023-08-26,2025-02-08,6,,815.55,235,0,Mobile,Grocery,0
10276,56.0,Male,India,2024-06-06,2024-11-10,6,,1799.31,325,0,Desktop,Home,0
10277,35.0,Female,USA,2024-05-01,2025-01-24,9,12076.89,1341.88,250,1,Desktop,Electronics,0
10278,57.0,Male,India,2025-04-30,2025-05-03,4,8526.87,2131.72,151,0,Mobile,Grocery,0
10279,18.0,Female,Australia,2025-07-02,2025-07-29,7,0.0,0.0,64,0,Mobile,Electronics,0
10280,28.0,Male,India,2023-01-24,2023-05-05,5,4981.73,996.35,880,0,Mobile,Fashion,0
10281,45.0,Male,India,2021-07-05,2025-09-11,5,6374.1,1274.82,20,1,Mobile,Sports,0
10282,42.0,Male,UK,2024-07-04,2025-02-11,7,6244.37,892.05,232,0,Desktop,,0
10283,67.0,Female,India,2020-12-02,2025-04-14,6,2717.76,452.96,170,0,Desktop,Electronics,0
10284,40.0,Female,Australia,2024-02-12,2024-10-15,8,5554.0,694.25,351,0,Mobile,Electronics,0
10285,48.0,Male,,2021-03-08,2025-09-26,5,7777.19,1555.44,5,1,Tablet,Sports,0
10286,47.0,Female,USA,2024-05-10,2025-02-16,6,7254.48,1209.08,227,0,Mobile,Grocery,0
10287,59.0,Male,Germany,2022-06-13,2022-10-21,6,10163.08,1693.85,1076,1,Mobile,Books,0
10288,52.0,Female,Australia,2024-09-11,2025-08-29,10,11964.63,1196.46,33,1,Desktop,Books,0
10289,24.0,Male,Canada,2021-05-18,2021-11-29,5,,2454.83,1402,0,Mobile,Home,0
10290,33.0,Male,UK,2020-12-12,2023-06-29,4,5814.06,1453.52,825,0,Desktop,Sports,0
10291,43.0,Female,,2024-08-23,2025-01-23,3,4956.74,1652.25,251,0,,Sports,0
10292,65.0,Other,India,2025-01-29,2025-06-03,6,6137.28,1022.88,120,0,Mobile,Home,0
10293,69.0,Female,India,2023-09-21,2025-06-26,3,8055.41,2685.14,97,0,Mobile,Books,0
10294,66.0,Female,,2021-05-01,2021-12-13,4,10792.72,2698.18,1388,1,Mobile,Fashion,0
10295,19.0,Female,India,2023-12-11,2025-03-30,4,4568.73,1142.18,185,1,Mobile,Grocery,0
10296,18.0,Male,India,2023-12-22,2025-04-11,5,9163.88,1832.78,173,0,Mobile,Grocery,0
10297,65.0,Other,India,2021-08-29,2022-05-20,7,11395.23,1627.89,1230,0,Mobile,Fashion,0
10298,29.0,,India,2021-10-16,2025-08-11,3,3342.99,1114.33,51,0,Desktop,Fashion,0
10299,22.0,Female,Germany,2023-04-15,2024-08-12,5,184.87,36.97,415,0,Mobile,Books,0
10300,54.0,Female,,2025-07-29,2025-09-16,5,5336.03,1067.21,15,0,Mobile,Home,0
10301,49.0,Female,India,2022-11-30,2024-09-05,4,5920.5,1480.12,391,1,Mobile,Fashion,0
10302,26.0,Female,India,2025-03-03,2025-09-29,7,14639.01,2091.29,2,1,Desktop,Home,0
10303,58.0,Male,Canada,2025-02-02,2025-04-02,9,12988.9,1443.21,182,0,Mobile,Electronics,0
10304,52.0,Female,India,2024-05-27,2025-07-28,8,5861.31,732.66,65,1,,Grocery,0
10305,36.0,Male,Canada,2022-05-14,2024-12-11,7,9114.46,1302.07,294,0,Desktop,Books,0
10306,65.0,,India,2021-01-19,2024-11-06,8,13376.31,1672.04,329,1,Mobile,Grocery,0
10307,33.0,Female,India,2024-10-29,2025-05-29,7,9664.61,1380.66,125,0,Mobile,Books,0
10308,20.0,,Australia,2025-04-12,2025-08-20,5,4890.86,978.17,42,0,Desktop,Electronics,0
10309,37.0,Female,India,2023-11-30,2025-07-09,10,8353.58,835.36,84,1,Mobile,Grocery,0
10310,41.0,Female,UK,2025-04-21,2025-05-20,5,9472.73,1894.55,134,0,Tablet,Electronics,0
10311,50.0,Female,Canada,2024-06-24,2025-03-27,4,3935.28,983.82,188,1,Mobile,Books,0
10312,41.0,Female,India,2023-01-11,2023-06-15,5,7294.36,1458.87,839,0,Mobile,Fashion,0
10313,69.0,Male,UK,2024-05-23,2025-01-25,4,1193.76,298.44,249,0,Desktop,Grocery,0
10314,28.0,Female,Australia,2023-11-02,2024-06-06,10,8113.15,811.32,482,0,Mobile,Electronics,0
10315,66.0,Female,India,2024-09-02,2025-03-10,5,6727.65,1345.53,205,0,Desktop,Sports,0
10316,25.0,Male,Canada,2023-10-30,2024-12-19,3,509.39,169.8,286,0,Desktop,Grocery,0
10317,53.0,Female,USA,2024-11-28,2025-05-09,5,8746.97,1749.39,145,0,Desktop,Grocery,0
10318,55.0,Male,USA,2020-11-05,2025-07-17,5,7616.76,1523.35,76,0,Tablet,Grocery,0
10319,57.0,Male,USA,2025-04-02,2025-05-05,10,12522.82,1252.28,149,0,Mobile,Home,0
10320,37.0,Female,India,2024-01-12,2024-02-21,4,8244.91,2061.23,588,1,Desktop,Electronics,0
10321,52.0,Female,Australia,2020-10-10,2021-08-12,8,9558.34,1194.79,1511,0,Mobile,Electronics,0
10322,65.0,Male,Australia,2024-05-10,2025-07-14,10,10488.25,1048.82,79,1,Mobile,Grocery,0
10323,42.0,,USA,2021-01-04,2021-12-07,8,3505.38,438.17,1394,0,Desktop,,0
10324,52.0,Male,Germany,2024-04-04,2025-02-11,9,14575.83,1619.54,232,0,Mobile,Grocery,0
10325,42.0,Male,,2021-05-28,2024-05-30,5,8962.98,1792.6,489,0,Mobile,Home,0
10326,46.0,Male,India,2024-01-17,2024-10-21,8,6407.55,800.94,345,0,Mobile,Books,0
10327,35.0,,USA,2020-11-09,2024-02-21,8,4570.07,571.26,588,0,Mobile,Home,0
10328,63.0,Male,USA,2024-02-16,2024-11-14,11,12977.18,1179.74,321,0,Tablet,Fashion,0
10329,35.0,Female,USA,2023-09-19,2025-05-30,6,6106.87,1017.81,124,0,Mobile,Grocery,0
10330,19.0,Female,Germany,2022-04-30,2024-09-07,7,9224.7,1317.81,389,0,Mobile,Electronics,0
10331,52.0,Male,India,2020-11-28,2023-06-16,10,18490.94,1849.09,838,1,Desktop,Sports,0
10332,33.0,Female,India,2020-12-10,2021-09-24,6,953.2,158.87,1468,0,Mobile,Grocery,0
10333,58.0,Female,India,2021-10-03,2023-09-26,8,,2220.27,736,0,Mobile,Fashion,0
10334,53.0,Male,India,2021-10-17,2024-03-27,1,4829.43,4829.43,553,0,Mobile,Electronics,1
10335,,Female,UK,2024-03-27,2024-12-23,8,12501.75,1562.72,282,1,Mobile,Home,0
10336,21.0,Other,USA,2025-09-11,2025-09-12,4,6255.69,1563.92,19,0,Mobile,Books,0
10337,50.0,Male,USA,2024-03-27,2024-05-31,8,13184.1,1648.01,488,0,Desktop,Books,0
10338,31.0,Male,India,2024-08-31,2025-05-05,9,9399.18,1044.35,149,0,Mobile,Grocery,0
10339,38.0,Female,USA,2024-01-16,2024-06-19,3,4269.17,1423.06,469,0,Desktop,Home,0
10340,65.0,Female,India,2025-06-19,2025-08-04,0,0.0,0.0,58,0,Desktop,Sports,0
10341,37.0,,India,2025-03-24,2025-09-06,5,5346.83,1069.37,25,1,Mobile,Sports,0
10342,25.0,Female,UK,2025-09-15,2025-09-20,6,1363.71,227.28,11,0,Mobile,Fashion,0
10343,24.0,,Canada,2022-08-15,2023-03-03,3,1436.93,478.98,943,0,Mobile,,0
10344,20.0,Female,India,2024-09-04,2025-01-29,3,651.32,217.11,245,0,Mobile,Home,0
10345,34.0,Female,India,2024-08-03,2024-12-04,4,1623.88,405.97,301,0,Desktop,Grocery,0
10346,50.0,Female,,2025-05-26,2025-05-26,5,4767.19,953.44,128,0,Mobile,Electronics,0
10347,65.0,Male,India,2022-08-05,2025-03-29,9,16783.7,1864.86,186,0,Mobile,Grocery,0
10348,29.0,Male,USA,2024-03-09,2024-09-15,2,4768.67,2384.34,381,0,Mobile,Grocery,1
10349,68.0,Female,India,2021-06-01,2022-10-29,5,4002.0,800.4,1068,0,Mobile,Home,0
10350,39.0,,India,2025-09-03,2025-09-28,3,5187.13,1729.04,3,0,Mobile,Books,0
10351,39.0,Male,,2022-09-07,2023-01-27,7,5933.34,847.62,978,1,Mobile,Home,0
10352,63.0,Female,India,2022-12-03,2024-05-18,3,,1442.56,501,0,Mobile,Electronics,0
10353,47.0,Female,India,2025-02-02,2025-09-16,5,4691.48,938.3,15,0,Mobile,Home,0
10354,55.0,Male,India,2025-02-12,2025-04-09,4,3368.53,842.13,175,0,Mobile,Fashion,0
10355,55.0,Female,India,2023-08-05,2025-04-24,6,4080.5,680.08,160,0,Desktop,Grocery,0
10356,62.0,Female,India,2022-03-04,2024-10-07,8,15331.0,1916.38,359,0,Mobile,Books,0
10357,68.0,Female,Canada,2023-10-18,2024-08-14,5,8075.15,1615.03,413,0,Mobile,Sports,0
10358,25.0,Female,India,2023-09-04,2025-06-18,7,,0.0,105,1,Mobile,Electronics,0
10359,44.0,Male,Australia,2023-07-23,2024-10-24,4,3292.58,823.14,342,1,Mobile,Sports,0
10360,44.0,Female,India,2023-08-18,2024-09-21,5,3083.66,616.73,375,0,Desktop,Grocery,0
10361,,Male,Canada,2023-10-07,2025-04-09,6,6948.31,1158.05,175,1,Mobile,Home,0
10362,38.0,Male,USA,2025-03-16,2025-07-30,8,14611.93,1826.49,63,1,Mobile,Sports,0
10363,,Female,UK,2023-03-02,2025-07-15,5,3880.75,776.15,78,0,Desktop,Fashion,0
10364,50.0,Male,Germany,2025-07-15,2025-09-29,5,4113.39,822.68,2,1,Desktop,Home,0
10365,45.0,Male,India,2023-02-19,2023-09-13,7,5957.93,851.13,749,0,Mobile,Grocery,0
10366,64.0,Female,India,2023-05-30,2023-12-25,5,6839.53,1367.91,646,0,Mobile,,0
10367,50.0,Male,India,2022-06-23,2025-08-04,4,4453.02,1113.26,58,0,Desktop,Electronics,0
10368,,Male,USA,2024-06-22,2025-02-01,4,6364.49,1591.12,242,0,Mobile,Sports,0
10369,65.0,,India,2024-02-29,2024-11-05,3,2541.37,847.12,330,0,Desktop,Sports,0
10370,36.0,Female,India,2021-10-23,2022-05-29,6,12821.24,2136.87,1221,0,Desktop,Books,0
10371,21.0,Male,USA,2023-03-07,2024-04-16,8,38015.48,4751.94,533,1,Desktop,Sports,0
10372,52.0,Female,USA,2024-07-10,2025-09-25,7,10637.08,1519.58,6,1,Mobile,Grocery,0
10373,66.0,Female,Germany,2025-07-07,2025-08-21,8,7563.28,945.41,41,1,Desktop,Electronics,0
10374,34.0,Female,USA,2025-06-23,2025-07-30,10,11994.96,1199.5,63,1,Mobile,Grocery,0
10375,61.0,Female,Australia,2022-12-05,2023-04-25,7,4061.58,580.23,890,1,Desktop,Fashion,0
10376,,Other,India,2023-06-10,2025-02-10,8,11766.64,1470.83,233,0,,Home,0
10377,,Female,India,2022-05-27,2023-10-09,10,10773.67,1077.37,723,0,Mobile,Sports,0
10378,,Female,India,2021-07-26,2023-11-12,4,2926.95,731.74,689,0,Mobile,Books,0
10379,63.0,Female,India,2025-07-07,2025-09-06,0,1991.42,0.0,25,1,,Electronics,0
10380,23.0,Male,Canada,2025-08-20,2025-09-23,6,6118.48,1019.75,8,0,Mobile,Books,0
10381,52.0,Male,India,2021-11-23,2023-07-11,8,4246.7,530.84,813,1,Desktop,Books,0
10382,58.0,Female,Germany,2021-04-01,2022-01-06,8,15138.83,1892.35,1364,0,Mobile,Books,0
10383,54.0,Female,India,2021-10-04,2022-12-01,6,7758.5,1293.08,1035,0,Desktop,Sports,0
10384,41.0,Female,USA,2024-08-20,2025-07-29,5,8939.15,1787.83,64,1,Mobile,Electronics,0
10385,46.0,Male,USA,2021-08-17,2022-05-13,10,18908.82,1890.88,1237,0,Mobile,Electronics,0
10386,66.0,Female,India,2023-12-08,2024-05-09,6,27.36,4.56,510,0,Mobile,Books,0
10387,63.0,Male,India,2022-11-26,2024-07-31,11,123891.81000000001,11262.89,427,0,Mobile,Home,0
10388,48.0,Male,India,2021-03-08,2022-12-29,6,8435.27,1405.88,1007,0,Desktop,Sports,0
10389,52.0,,India,2025-05-07,2025-07-28,9,17917.71,1990.86,65,1,Mobile,Sports,0
10390,50.0,Female,India,2024-12-29,2025-04-17,5,2492.55,498.51,167,0,Mobile,Grocery,0
10391,69.0,Female,India,2025-02-12,2025-08-09,7,,1758.87,53,0,Mobile,Sports,0
10392,38.0,Female,India,2024-10-01,2025-07-02,3,3563.71,1187.9,91,0,Desktop,Books,0
10393,49.0,Male,USA,2022-04-29,2023-02-06,5,6149.63,1229.93,968,1,Mobile,Fashion,0
10394,40.0,Female,USA,2021-03-02,2023-11-06,3,2987.47,995.82,695,0,Mobile,Books,0
10395,50.0,Male,USA,2024-07-23,2025-01-11,3,2126.63,708.88,263,0,Mobile,,0
10396,20.0,Female,India,2024-08-29,2025-07-21,4,5050.58,1262.64,72,1,Mobile,Sports,0
10397,35.0,Female,USA,2022-05-16,2025-05-06,5,0.0,0.0,148,0,Mobile,Sports,0
10398,42.0,Female,India,2021-11-17,2024-11-17,9,0.0,0.0,318,1,Desktop,Grocery,0
10399,59.0,Female,India,2024-05-21,2025-01-26,5,4500.35,900.07,248,0,Mobile,Fashion,0
10400,48.0,Female,Canada,2024-04-10,2025-04-19,9,7073.01,785.89,165,0,Mobile,Sports,0
10401,20.0,,India,2024-03-18,2025-08-07,4,4971.38,1242.84,55,0,Mobile,Grocery,0
10402,57.0,Male,USA,2021-08-09,2023-10-04,11,14518.5,1319.86,728,1,Mobile,Grocery,0
10403,63.0,Male,USA,2024-07-17,2025-09-20,6,13715.6,2285.93,11,1,Mobile,Fashion,0
10404,41.0,Male,India,2022-03-27,2025-01-01,4,2331.5,582.88,273,0,Tablet,Books,0
10405,67.0,Male,India,2023-08-21,2024-09-21,5,2979.68,595.94,375,0,Desktop,Books,0
10406,,Female,India,2024-10-17,2025-02-13,4,4813.85,1203.46,230,1,Desktop,Books,0
10407,64.0,Female,Canada,2021-12-26,2024-07-16,4,7385.92,1846.48,442,0,Desktop,Home,0
10408,39.0,Male,India,2024-04-30,2025-07-10,11,12251.57,1113.78,83,1,Mobile,Books,0
10409,40.0,Male,India,2022-01-27,2023-12-03,7,3168.61,452.66,668,0,Mobile,Fashion,0
10410,19.0,Male,India,2025-05-17,2025-06-15,9,13056.37,1450.71,108,1,Mobile,Home,0
10411,44.0,Female,USA,2021-06-11,2022-03-02,7,7187.13,1026.73,1309,0,Mobile,Books,0
10412,59.0,Female,India,2021-03-30,2022-02-12,4,4358.57,1089.64,1327,0,Mobile,Home,0
10413,19.0,Male,India,2023-01-14,2024-11-16,4,7265.68,1816.42,319,0,Mobile,Fashion,0
10414,43.0,Female,USA,2024-09-29,2025-08-02,8,5546.1,693.26,60,1,Mobile,Books,0
10415,34.0,Female,Australia,2022-05-07,2022-08-03,3,5582.85,1860.95,1155,0,Desktop,Electronics,0
10416,57.0,Male,India,2022-01-10,2025-05-20,11,9008.84,818.99,134,0,Desktop,Sports,0
10417,50.0,Female,India,2022-05-04,2024-08-01,5,8352.92,1670.58,426,0,Desktop,Fashion,0
10418,26.0,Female,India,2021-03-05,2023-11-30,6,4340.06,723.34,671,0,Mobile,Grocery,0
10419,60.0,Male,USA,2020-11-05,2021-10-04,7,9487.68,1355.38,1458,1,,Grocery,0
10420,65.0,Male,India,2024-10-07,2025-05-16,5,10556.88,2111.38,138,1,Mobile,Fashion,0
10421,56.0,,India,2023-03-26,2023-05-05,9,8871.94,985.77,880,0,Mobile,Grocery,0
10422,46.0,Male,Germany,2024-11-07,2025-05-21,4,7994.67,1998.67,133,1,Mobile,Fashion,0
10423,59.0,Female,,2023-02-13,2023-04-21,2,1995.93,997.96,894,1,Mobile,Electronics,1
10424,43.0,Female,,2024-06-26,2025-03-16,5,6550.46,1310.09,199,1,Mobile,Fashion,0
10425,52.0,Male,Canada,2023-03-01,2024-07-26,12,23523.91,1960.33,432,0,Mobile,Books,0
10426,67.0,Male,USA,2023-02-12,2025-07-03,6,4194.04,699.01,90,1,Mobile,Books,0
10427,42.0,,India,2021-05-31,2024-07-24,4,1297.86,324.46,434,0,Mobile,Home,0
10428,41.0,Male,India,2021-11-26,2025-05-27,5,7567.51,1513.5,127,0,Mobile,Grocery,0
10429,30.0,Female,Australia,2023-06-19,2025-05-13,6,5592.81,932.14,141,1,Mobile,Sports,0
10430,24.0,Male,India,2021-05-02,2024-03-06,6,10088.61,1681.44,574,0,Mobile,Grocery,0
10431,53.0,Male,India,2021-04-05,2022-07-25,8,6480.9,810.11,1164,0,Mobile,Fashion,0
10432,62.0,Male,India,2025-04-16,2025-06-16,8,4359.99,545.0,107,1,Mobile,Sports,0
10433,37.0,Female,USA,2025-02-27,2025-06-19,7,12187.45,1741.06,104,1,Desktop,Sports,0
10434,18.0,Male,India,2024-09-19,2025-02-23,8,12212.1,1526.51,220,0,Desktop,Grocery,0
10435,25.0,Female,India,2025-06-05,2025-06-16,1,3632.68,3632.68,107,1,Mobile,Sports,0
10436,63.0,Male,India,2025-03-26,2025-04-29,10,15964.76,1596.48,155,0,Mobile,Sports,0
10437,33.0,Female,India,2023-08-27,2025-03-24,5,9463.62,1892.72,191,0,,Books,0
10438,31.0,Female,USA,2024-09-27,2024-11-15,10,8718.07,871.81,320,1,,Electronics,0
10439,29.0,Male,UK,2020-10-26,2024-11-26,2,7097.44,3548.72,309,0,Mobile,Fashion,1
10440,68.0,Male,India,2025-05-06,2025-07-13,5,1816.88,363.38,80,0,Mobile,Grocery,0
10441,,Female,India,2021-02-05,2024-09-24,9,9359.85,1039.98,372,0,Mobile,Books,0
10442,32.0,Female,UK,2023-12-20,2024-09-20,3,5478.65,1826.22,376,0,Mobile,Home,0
10443,45.0,Male,India,2021-08-12,2024-05-20,5,3764.89,752.98,499,0,Desktop,Sports,0
10444,51.0,Female,India,2023-08-24,2024-03-11,3,340.45,113.48,569,1,Mobile,Sports,0
10445,19.0,Female,,2024-09-23,2025-08-12,5,4784.66,956.93,50,1,Desktop,Grocery,0
10446,49.0,Female,,2023-08-13,2023-09-16,5,4602.29,920.46,746,0,Mobile,Electronics,0
10447,40.0,Male,,2021-01-19,2023-09-22,6,11646.26,1941.04,740,1,Mobile,Electronics,0
10448,39.0,Female,India,2025-04-25,2025-06-28,8,,1271.2,95,0,Tablet,Grocery,0
10449,68.0,Male,India,2024-10-16,2024-10-23,3,3032.99,1011.0,343,0,Tablet,Grocery,0
10450,42.0,Female,India,2022-02-28,2023-02-05,9,2228.1,247.57,969,1,Mobile,Books,0
10451,39.0,Male,India,2022-02-28,2023-01-25,8,9472.04,1184.01,980,0,Mobile,Grocery,0
10452,39.0,Male,India,2023-04-24,2024-07-04,6,11004.3,1834.05,454,0,Mobile,Home,0
10453,66.0,Male,India,2022-05-01,2022-10-21,5,1702.76,340.55,1076,0,Mobile,Books,0
10454,69.0,Female,Australia,2024-04-27,2024-05-22,7,8197.01,1171.0,497,0,,Sports,0
10455,59.0,Male,UK,2024-04-28,2025-06-07,8,6518.31,814.79,116,1,Tablet,Sports,0
10456,23.0,,India,2023-08-11,2024-03-29,5,4783.26,956.65,551,0,Mobile,Sports,0
10457,32.0,Male,India,2025-01-02,2025-01-22,4,3560.1,890.02,252,0,Mobile,Sports,0
10458,60.0,Female,UK,2023-03-11,2025-06-06,8,8912.64,1114.08,117,0,Mobile,Fashion,0
10459,54.0,Other,India,2021-11-06,2023-03-25,2,3509.73,1754.86,921,0,Mobile,Home,1
10460,50.0,Male,India,2025-04-02,2025-09-05,7,8891.96,1270.28,26,0,Desktop,Books,0
10461,25.0,Female,Australia,2021-02-16,2021-08-13,8,10985.16,1373.14,1510,0,Desktop,Books,0
10462,61.0,Female,India,2024-06-01,2024-10-10,9,,633.91,356,1,Mobile,Sports,0
10463,61.0,Female,USA,2023-06-09,2025-09-08,7,11858.22,1694.03,23,1,Mobile,Electronics,0
10464,22.0,Male,Australia,2025-05-31,2025-08-09,6,4721.82,786.97,53,0,,Books,0
10465,56.0,Male,India,2023-01-21,2024-01-03,5,,2107.27,637,0,Mobile,Home,0
10466,21.0,Male,India,2021-03-27,2022-09-17,6,8523.23,1420.54,1110,0,,Grocery,0
10467,23.0,Male,India,2023-08-04,2025-09-13,6,10799.33,1799.89,18,1,Mobile,Home,0
10468,62.0,Male,,2024-08-14,2025-09-23,8,6311.38,788.92,8,1,Mobile,Sports,0
10469,49.0,Female,Canada,2020-12-18,2021-03-03,5,5181.36,1036.27,1673,0,Mobile,Sports,0
10470,69.0,Male,Germany,2022-06-24,2024-01-23,6,7743.9,1290.65,617,1,Desktop,Fashion,0
10471,47.0,Male,India,2022-02-28,2024-06-30,2,4246.49,2123.24,458,0,Mobile,Books,1
10472,64.0,Female,Germany,2021-10-04,2022-04-15,3,4045.91,1348.64,1265,0,Desktop,Books,0
10473,52.0,Male,Canada,2023-11-16,2024-04-25,6,6956.78,1159.46,524,0,Desktop,Books,0
10474,57.0,Female,USA,2025-06-11,2025-09-09,7,4537.79,648.26,22,0,Desktop,Sports,0
10475,69.0,Female,Australia,2023-04-28,2024-04-22,6,11389.82,1898.3,527,0,Mobile,Books,0
10476,33.0,Male,Canada,2025-06-02,2025-06-02,9,12549.76,1394.42,121,0,,Electronics,0
10477,30.0,Female,USA,2021-06-17,2024-07-01,5,6038.96,1207.79,457,0,Mobile,Electronics,0
10478,67.0,Female,USA,2022-05-05,2022-12-04,6,10775.31,1795.88,1032,0,,Grocery,0
10479,59.0,Female,India,2021-03-22,2022-10-15,6,5563.89,927.32,1082,0,Mobile,Books,0
10480,47.0,Female,India,2025-08-24,2025-09-04,8,13086.93,1635.87,27,0,Mobile,Fashion,0
10481,36.0,Female,USA,2024-05-23,2025-02-08,6,,338.41,235,0,,Grocery,0
10482,34.0,Female,India,2023-08-14,2025-08-12,8,6585.78,823.22,50,0,Desktop,Sports,0
10483,36.0,Male,Canada,2022-04-24,2023-01-31,3,3053.62,1017.87,974,0,Mobile,,0
10484,45.0,Male,Australia,2023-03-04,2024-12-10,5,8906.88,1781.38,295,0,Mobile,Electronics,0
10485,43.0,,,2021-07-01,2025-07-30,6,8642.86,1440.48,63,0,Desktop,Fashion,0
10486,54.0,Female,India,2025-05-06,2025-09-06,5,2647.36,529.47,25,0,Desktop,Grocery,0
10487,43.0,Male,India,2021-11-11,2022-11-07,12,21328.28,1777.36,1059,0,Desktop,Fashion,0
10488,40.0,Female,India,2022-12-15,2024-03-07,10,16955.06,1695.51,573,0,Desktop,Books,0
10489,26.0,Female,USA,2023-12-11,2025-02-23,6,2078.46,346.41,220,1,Desktop,Home,0
10490,29.0,,Germany,2021-03-15,2021-06-15,4,2621.94,655.48,1569,0,Mobile,Fashion,0
10491,18.0,Other,Australia,2024-12-04,2025-03-22,7,8580.24,1225.75,193,0,Mobile,Fashion,0
10492,18.0,Female,India,2021-12-18,2024-01-09,5,873.41,174.68,631,0,Mobile,Sports,0
10493,64.0,Female,Canada,2025-02-06,2025-05-15,9,10086.76,1120.75,139,0,Mobile,Electronics,0
10494,51.0,Male,Canada,2023-12-25,2025-02-20,5,8176.04,1635.21,223,0,Mobile,Books,0
10495,49.0,Female,India,2023-12-09,2024-04-28,8,,1052.4,521,0,Mobile,Fashion,0
10496,65.0,Male,Canada,2025-02-08,2025-03-14,4,,1068.84,201,0,Mobile,Books,0
10497,42.0,Male,India,2020-12-07,2024-12-01,7,12238.03,1748.29,304,1,Mobile,Electronics,0
10498,57.0,Female,India,2025-03-13,2025-06-04,11,95740.40000000001,8703.67,119,0,Mobile,Sports,0
10499,62.0,Female,USA,2025-01-19,2025-03-15,3,2229.94,743.31,200,0,Desktop,Books,0
10500,18.0,Male,India,2024-02-12,2024-03-31,6,9375.2,1562.53,549,0,Mobile,Electronics,0
10501,33.0,Female,USA,2023-12-10,2024-10-06,6,1753.32,292.22,360,1,Desktop,Electronics,0
10502,56.0,Female,USA,2025-02-09,2025-06-01,4,4236.0,1059.0,122,1,,Grocery,0
10503,22.0,Female,USA,2022-01-02,2025-04-29,7,16352.16,2336.02,155,0,,Sports,0
10504,39.0,Female,India,2024-04-16,2024-08-29,8,,854.8,398,1,Desktop,Sports,0
10505,46.0,Female,India,2023-05-26,2024-11-30,9,7737.69,859.74,305,0,Mobile,Books,0
10506,20.0,Other,,2020-10-07,2021-11-14,7,30003.659999999996,4286.24,1417,1,Mobile,Home,0
10507,29.0,Female,India,2020-10-23,2023-04-02,6,6081.81,1013.64,913,1,Mobile,Grocery,0
10508,43.0,Female,India,2021-09-03,2024-01-15,7,11379.79,1625.68,625,0,Tablet,,0
10509,33.0,Other,India,2023-08-24,2025-04-16,6,7358.65,1226.44,168,1,Desktop,Electronics,0
10510,68.0,Female,USA,2024-04-09,2025-03-15,5,1992.88,398.58,200,0,Desktop,Sports,0
10511,54.0,Male,India,2025-03-03,2025-08-26,6,11601.63,1933.6,36,0,,Home,0
10512,39.0,Male,USA,2024-06-26,2025-01-03,7,16271.64,2324.52,271,0,Mobile,Fashion,0
10513,46.0,Male,Germany,2024-07-23,2025-06-05,4,5733.97,1433.49,118,1,Desktop,Fashion,0
10514,31.0,Male,India,2024-12-23,2025-04-07,1,568.96,568.96,177,0,Mobile,Sports,0
10515,45.0,Female,India,2021-05-30,2025-03-16,6,9415.85,1569.31,199,0,Mobile,Sports,0
10516,22.0,Female,Australia,2021-04-15,2022-05-01,10,8368.05,836.8,1249,1,Mobile,Grocery,0
10517,64.0,Female,,2021-09-06,2022-04-26,8,5218.8,652.35,1254,0,Desktop,Sports,0
10518,66.0,Male,Canada,2021-11-01,2025-07-30,4,2836.75,709.19,63,0,Mobile,Home,0
10519,47.0,Female,Germany,2025-07-06,2025-08-11,3,4403.36,1467.79,51,0,Mobile,Sports,0
10520,63.0,Female,India,2022-10-30,2025-01-23,1,2426.43,2426.43,251,0,Mobile,Books,1
10521,69.0,Female,India,2024-06-28,2024-08-07,5,8272.85,1654.57,420,0,Desktop,Home,0
10522,22.0,Female,India,2024-12-28,2025-01-13,6,3830.61,638.44,261,0,Mobile,,0
10523,29.0,Female,India,2021-01-29,2023-06-03,5,5379.85,1075.97,851,1,Mobile,Books,0
10524,33.0,Male,India,2024-08-07,2025-05-10,8,8424.95,1053.12,144,1,Mobile,Books,0
10525,43.0,Female,India,2021-01-11,2023-04-09,5,1007.08,201.42,906,0,Desktop,Fashion,0
10526,43.0,Male,India,2021-12-25,2022-06-25,5,1554.85,310.97,1194,0,Tablet,Home,0
10527,65.0,Male,UK,2023-11-06,2023-12-16,5,4440.77,888.15,655,0,Desktop,Books,0
