CustomerID,Age,Gender,Tenure,MonthlyCharges,TotalCharges,ContractType,PaymentMethod,HasTechSupport,InternetService,Churn
1837,70,F,9,115.69,1006.31,Month-to-month,Bank Transfer,0,DSL,1
1838,24,F,20,86.65,1748.33,Month-to-month,Credit Card,1,Fiber optic,1
1839,27,F,57,61.13,3472.49,Two year,Credit Card,0,DSL,0
1840,62,F,24,88.35,2110.48,Month-to-month,Credit Card,0,None,1
1841,34,M,33,42.88,1415.22,Month-to-month,Electronic Check,0,DSL,1
1842,43,M,20,119.8,2369.38,Month-to-month,Credit Card,0,Fiber optic,1
1843,38,M,60,63.11,3782.72,Month-to-month,Bank Transfer,0,Fiber optic,1
1844,45,F,48,113.17,5450.84,Two year,Credit Card,0,DSL,1
1845,79,M,64,63.08,4032.83,Month-to-month,Bank Transfer,0,Fiber optic,1
1846,75,F,30,112.81,3338.55,Month-to-month,Credit Card,0,Fiber optic,1
1847,63,F,17,53.57,886.47,Month-to-month,Bank Transfer,1,DSL,0
1848,19,M,14,96.05,1329.85,Month-to-month,Credit Card,0,None,1
1849,77,F,19,115.1,2172.37,Month-to-month,Credit Card,0,Fiber optic,1
1850,71,M,71,84.6,5964.7,Month-to-month,Credit Card,0,DSL,1
1851,60,F,59,87.76,5172.8,Month-to-month,Credit Card,1,Fiber optic,1
1852,18,F,67,30.29,2048.62,Two year,Bank Transfer,0,DSL,0
1853,68,M,44,67.42,2921.35,One year,Credit Card,1,DSL,0
1854,70,F,32,108.68,3502.85,Two year,Electronic Check,1,Fiber optic,1
1855,53,M,11,44.09,530.5,Month-to-month,Credit Card,1,Fiber optic,1
1856,68,F,2,98.84,148.61,Month-to-month,Credit Card,1,DSL,1
1857,43,M,68,87.57,5924.13,One year,Electronic Check,0,DSL,1
1858,46,F,17,42.3,723.45,Month-to-month,Bank Transfer,0,Fiber optic,1
1859,38,M,40,48.28,1903.0,One year,Electronic Check,0,None,0
1860,28,M,46,62.76,2913.42,Month-to-month,Bank Transfer,1,DSL,0
1861,57,F,4,32.51,111.25,Month-to-month,Electronic Check,0,DSL,1
1862,28,M,38,111.34,4210.28,One year,Electronic Check,0,Fiber optic,1
1863,53,F,63,93.94,5868.31,Month-to-month,Electronic Check,1,None,1
1864,66,F,29,56.5,1615.51,One year,Bank Transfer,0,Fiber optic,0
1865,76,M,19,49.97,921.2,Two year,Credit Card,1,DSL,0
1866,56,M,29,88.96,2564.16,Month-to-month,Credit Card,0,DSL,1
1867,57,M,35,62.42,2149.47,Month-to-month,Electronic Check,0,Fiber optic,1
1868,52,M,70,42.93,3014.56,One year,Bank Transfer,0,DSL,0
1869,71,M,23,63.02,1423.33,Month-to-month,Bank Transfer,0,DSL,1
1870,51,F,46,107.13,4961.16,Month-to-month,Credit Card,1,DSL,1
1871,72,M,44,26.86,1160.3,Month-to-month,Bank Transfer,0,Fiber optic,1
1872,64,F,48,56.84,2699.41,One year,Bank Transfer,0,Fiber optic,0
1873,41,M,52,116.23,5999.64,One year,Electronic Check,0,Fiber optic,1
1874,71,M,8,21.48,195.83,Two year,Bank Transfer,1,None,0
1875,39,M,55,109.06,5999.12,Two year,Bank Transfer,0,None,1
1876,22,F,66,57.48,3755.06,Two year,Electronic Check,0,DSL,0
1877,73,M,40,38.95,1530.13,Month-to-month,Credit Card,0,Fiber optic,1
1878,50,F,31,21.5,716.37,Month-to-month,Credit Card,0,Fiber optic,1
1879,75,F,48,27.05,1329.0,Month-to-month,Bank Transfer,0,DSL,1
1880,53,F,61,37.18,2252.97,One year,Electronic Check,1,None,0
1881,64,M,52,22.54,1176.34,Month-to-month,Credit Card,0,None,1
1882,37,F,38,53.58,2027.64,One year,Bank Transfer,0,DSL,0
1883,36,M,36,24.49,835.28,Two year,Credit Card,1,Fiber optic,0
1884,52,F,55,89.22,4934.97,Month-to-month,Bank Transfer,0,Fiber optic,1
1885,69,M,13,101.89,1346.27,Month-to-month,Credit Card,0,DSL,1
1886,60,F,37,108.75,4014.63,Month-to-month,Electronic Check,1,DSL,1
1887,34,M,47,74.91,3555.36,Two year,Electronic Check,0,DSL,0
1888,79,M,71,114.65,8143.62,Month-to-month,Credit Card,0,Fiber optic,1
1889,76,M,22,20.56,408.84,Two year,Electronic Check,0,Fiber optic,0
1890,62,F,39,33.4,1278.54,Two year,Credit Card,0,DSL,0
1891,60,F,58,49.32,2856.74,Month-to-month,Credit Card,0,Fiber optic,1
1892,51,M,30,98.9,2927.34,Two year,Electronic Check,0,DSL,1
1893,26,F,18,108.54,1960.83,Month-to-month,Bank Transfer,0,Fiber optic,1
1894,43,F,18,81.81,1434.64,Month-to-month,Electronic Check,1,Fiber optic,1
1895,19,F,39,58.32,2244.53,Month-to-month,Bank Transfer,0,DSL,1
1896,70,F,26,86.58,2290.48,Two year,Bank Transfer,0,Fiber optic,1
1897,26,F,71,38.09,2754.37,Month-to-month,Bank Transfer,0,Fiber optic,1
1898,26,F,7,65.79,465.56,Month-to-month,Credit Card,0,None,1
1899,57,F,69,70.75,4893.71,One year,Bank Transfer,1,Fiber optic,0
1900,34,M,65,30.49,2011.59,Month-to-month,Bank Transfer,0,DSL,1
1901,18,M,46,23.39,1095.55,Month-to-month,Electronic Check,1,Fiber optic,1
1902,42,F,18,95.01,1678.43,Two year,Credit Card,1,DSL,0
1903,78,M,13,73.47,946.28,Month-to-month,Credit Card,0,Fiber optic,1
1904,60,M,25,53.22,1334.01,Month-to-month,Bank Transfer,0,Fiber optic,1
1905,57,M,8,63.72,495.73,Month-to-month,Electronic Check,1,Fiber optic,1
1906,59,F,32,115.77,3672.25,One year,Bank Transfer,1,Fiber optic,0
1907,42,F,17,58.49,1017.94,Month-to-month,Credit Card,0,DSL,1
1908,56,F,48,30.35,1426.68,Month-to-month,Electronic Check,0,None,1
1909,52,F,63,66.36,4156.73,Two year,Credit Card,0,Fiber optic,0
1910,20,F,40,84.8,3370.65,Month-to-month,Credit Card,1,Fiber optic,1
1911,67,M,15,21.21,284.33,One year,Credit Card,0,Fiber optic,0
1912,54,F,6,53.23,354.34,Two year,Credit Card,1,Fiber optic,0
1913,61,M,63,59.35,3750.11,Month-to-month,Credit Card,0,Fiber optic,1
1914,61,F,8,66.37,564.43,Month-to-month,Electronic Check,0,Fiber optic,1
1915,68,M,32,50.17,1604.81,Month-to-month,Electronic Check,1,DSL,0
1916,47,F,45,86.69,3903.01,One year,Credit Card,0,DSL,1
1917,55,F,52,114.47,5964.05,Month-to-month,Bank Transfer,0,Fiber optic,1
1918,51,F,13,111.4,1435.29,One year,Bank Transfer,1,Fiber optic,0
1919,29,F,24,86.44,2074.22,Month-to-month,Credit Card,1,Fiber optic,1
1920,36,F,40,70.69,2832.29,Month-to-month,Electronic Check,0,Fiber optic,1
1921,54,F,14,102.58,1481.47,Month-to-month,Bank Transfer,1,Fiber optic,1
1922,61,M,70,103.59,7289.59,Month-to-month,Electronic Check,0,DSL,1
1923,76,F,62,102.96,6346.44,Month-to-month,Electronic Check,0,None,1
1924,76,M,61,35.78,2136.71,Month-to-month,Bank Transfer,0,Fiber optic,1
1925,66,F,1,22.54,40.57,One year,Bank Transfer,0,Fiber optic,0
1926,78,M,66,118.32,7764.04,Month-to-month,Electronic Check,1,Fiber optic,1
1927,34,M,32,115.97,3667.08,Two year,Bank Transfer,1,Fiber optic,0
1928,27,M,13,76.44,959.65,Month-to-month,Credit Card,0,Fiber optic,1
1929,74,M,33,119.31,3922.4,Month-to-month,Bank Transfer,1,Fiber optic,1
1930,72,M,32,97.05,3099.1,Two year,Electronic Check,0,Fiber optic,1
1931,66,M,56,71.74,4019.38,Month-to-month,Electronic Check,1,DSL,0
1932,64,F,24,58.93,1463.55,Month-to-month,Electronic Check,0,DSL,1
1933,29,M,4,79.29,305.68,Month-to-month,Electronic Check,0,None,1
1934,79,F,23,71.58,1620.62,Month-to-month,Electronic Check,0,DSL,1
1935,33,F,29,119.38,3469.55,One year,Electronic Check,1,DSL,0
1936,41,M,21,69.05,1421.57,Month-to-month,Credit Card,0,Fiber optic,1
1937,36,M,30,103.59,3151.75,Month-to-month,Electronic Check,1,Fiber optic,1
1938,25,F,20,101.36,2003.13,One year,Electronic Check,1,None,0
1939,48,M,16,27.14,483.23,Month-to-month,Credit Card,0,Fiber optic,1
1940,38,M,67,28.7,1914.77,One year,Electronic Check,0,DSL,0
1941,34,M,49,85.98,4244.29,Month-to-month,Electronic Check,0,None,1
1942,40,M,58,45.91,2677.61,Month-to-month,Credit Card,0,Fiber optic,1
1943,54,M,44,85.75,3816.35,Two year,Bank Transfer,0,Fiber optic,1
1944,71,M,25,34.46,874.04,Month-to-month,Bank Transfer,0,Fiber optic,1
1945,33,M,23,59.71,1381.45,One year,Electronic Check,0,Fiber optic,0
1946,23,F,59,30.25,1800.04,One year,Bank Transfer,1,DSL,0
1947,25,M,1,48.21,76.86,Month-to-month,Bank Transfer,0,Fiber optic,1
1948,42,F,15,28.83,472.33,Month-to-month,Credit Card,0,Fiber optic,1
1949,35,F,52,117.06,6063.8,Month-to-month,Bank Transfer,0,DSL,1
1950,42,F,58,59.51,3421.67,One year,Electronic Check,1,DSL,0
1951,29,F,41,110.12,4468.35,Two year,Credit Card,0,Fiber optic,1
1952,32,M,44,117.12,5140.29,Month-to-month,Bank Transfer,1,DSL,1
1953,76,F,4,110.96,478.46,Month-to-month,Electronic Check,1,Fiber optic,1
1954,43,F,68,65.5,4410.99,Month-to-month,Credit Card,0,Fiber optic,1
1955,58,F,7,97.89,689.08,Month-to-month,Electronic Check,0,DSL,1
1956,62,F,46,35.37,1646.5,One year,Bank Transfer,1,Fiber optic,0
1957,43,F,9,29.48,299.01,One year,Electronic Check,1,Fiber optic,0
1958,64,M,33,107.69,3562.11,Month-to-month,Bank Transfer,0,Fiber optic,1
1959,49,M,33,23.11,731.26,Month-to-month,Bank Transfer,0,Fiber optic,1
1960,27,F,4,117.23,515.37,Month-to-month,Bank Transfer,0,Fiber optic,1
1961,33,M,65,87.21,5628.12,Month-to-month,Bank Transfer,1,DSL,1
1962,24,M,34,61.96,2133.54,One year,Bank Transfer,0,DSL,0
1963,34,F,64,34.14,2143.62,Month-to-month,Credit Card,0,Fiber optic,1
1964,40,F,25,92.32,2272.34,Month-to-month,Bank Transfer,0,Fiber optic,1
1965,43,F,55,76.31,4236.87,Month-to-month,Credit Card,0,DSL,1
1966,38,M,9,91.11,845.3,Month-to-month,Electronic Check,1,Fiber optic,1
1967,39,F,17,61.79,1036.98,Month-to-month,Electronic Check,0,DSL,1
1968,75,M,21,26.63,573.1,Two year,Credit Card,0,Fiber optic,0
1969,24,M,60,51.5,3085.72,Two year,Credit Card,0,DSL,0
1970,31,M,13,51.5,626.15,Month-to-month,Electronic Check,1,Fiber optic,1
1971,32,F,3,20.87,84.72,Month-to-month,Credit Card,0,Fiber optic,1
1972,70,M,68,20.96,1451.61,Two year,Credit Card,0,Fiber optic,0
1973,24,F,4,53.08,250.55,Two year,Bank Transfer,0,Fiber optic,0
1974,26,F,7,92.76,653.38,One year,Electronic Check,0,Fiber optic,1
1975,68,F,26,82.4,2159.71,Month-to-month,Credit Card,1,DSL,1
1976,65,F,24,43.9,1047.41,Month-to-month,Credit Card,1,DSL,0
1977,25,F,10,80.28,784.69,Month-to-month,Credit Card,1,Fiber optic,1
1978,67,M,13,84.74,1092.79,Month-to-month,Bank Transfer,0,DSL,1
1979,76,M,44,72.26,3220.62,Month-to-month,Electronic Check,1,DSL,0
1980,40,M,39,72.14,2779.88,Two year,Electronic Check,0,Fiber optic,0
1981,46,M,19,56.97,1057.28,One year,Credit Card,0,Fiber optic,0
1982,35,M,51,32.34,1659.96,Month-to-month,Credit Card,0,None,1
1983,48,F,19,58.55,1074.08,Month-to-month,Bank Transfer,0,Fiber optic,1
1984,47,F,52,54.53,2874.75,Month-to-month,Credit Card,0,Fiber optic,1
1985,69,M,47,79.2,3677.12,One year,Credit Card,1,DSL,0
1986,56,M,30,105.63,3194.43,Month-to-month,Bank Transfer,1,Fiber optic,1
1987,52,M,46,57.54,2634.21,Month-to-month,Credit Card,0,DSL,1
1988,35,F,21,90.97,1865.49,Month-to-month,Electronic Check,0,DSL,1
1989,76,F,48,101.18,4890.93,One year,Electronic Check,1,Fiber optic,1
1990,59,F,62,41.18,2567.21,Month-to-month,Electronic Check,0,Fiber optic,1
1991,56,M,58,110.17,6340.75,Month-to-month,Bank Transfer,1,Fiber optic,1
1992,34,M,18,27.04,463.47,One year,Bank Transfer,1,DSL,0
1993,31,M,59,110.17,6485.23,One year,Electronic Check,1,Fiber optic,0
1994,48,M,48,36.36,1727.54,Month-to-month,Electronic Check,1,DSL,0
1995,41,F,63,53.72,3384.19,Two year,Bank Transfer,1,Fiber optic,0
1996,52,M,12,80.52,968.92,Month-to-month,Credit Card,1,Fiber optic,1
1997,61,M,34,110.57,3749.06,Month-to-month,Credit Card,1,Fiber optic,1
1998,77,M,61,45.57,2762.95,Two year,Bank Transfer,0,Fiber optic,0
1999,62,F,53,96.36,5107.52,Two year,Electronic Check,0,Fiber optic,1
2000,51,F,25,91.04,2229.36,Month-to-month,Bank Transfer,0,DSL,1
2001,20,M,62,35.97,2244.66,Two year,Electronic Check,1,Fiber optic,0
2002,54,F,4,67.95,282.4,Month-to-month,Bank Transfer,1,DSL,0
2003,60,F,13,68.15,863.87,One year,Bank Transfer,1,None,0
2004,57,F,42,50.46,2087.27,Month-to-month,Bank Transfer,0,Fiber optic,1
2005,43,F,49,97.99,4758.81,Month-to-month,Bank Transfer,1,Fiber optic,1
2006,72,F,56,112.59,6313.77,Month-to-month,Bank Transfer,0,Fiber optic,1
2007,40,M,47,91.66,4314.91,Two year,Bank Transfer,0,Fiber optic,1
2008,61,M,8,117.3,941.73,One year,Electronic Check,0,Fiber optic,1
2009,56,M,55,25.05,1426.31,Two year,Electronic Check,1,DSL,0
2010,32,F,18,23.72,430.11,Month-to-month,Credit Card,0,Fiber optic,1
2011,73,F,35,109.39,3850.83,Month-to-month,Bank Transfer,0,DSL,1
2012,66,F,32,109.78,3474.25,Month-to-month,Credit Card,0,DSL,1
2013,21,F,24,30.71,716.94,Month-to-month,Credit Card,0,DSL,1
2014,46,M,7,55.74,367.72,Month-to-month,Bank Transfer,1,Fiber optic,1
2015,39,M,13,103.54,1353.62,One year,Bank Transfer,0,DSL,1
2016,42,M,69,32.85,2249.73,One year,Credit Card,0,None,0
2017,30,M,42,46.74,1977.19,Month-to-month,Credit Card,1,Fiber optic,1
2018,35,M,31,88.1,2750.11,One year,Bank Transfer,0,Fiber optic,1
2019,50,M,26,118.19,3026.31,One year,Bank Transfer,0,Fiber optic,1
2020,33,F,32,99.71,3204.7,Month-to-month,Bank Transfer,1,Fiber optic,1
2021,62,F,52,97.73,5043.64,One year,Electronic Check,0,Fiber optic,1
2022,59,M,20,54.27,1081.91,Month-to-month,Credit Card,1,Fiber optic,1
2023,61,F,40,86.13,3467.86,Two year,Credit Card,0,Fiber optic,1
2024,79,M,59,31.31,1867.62,Month-to-month,Credit Card,0,DSL,1
2025,19,M,14,119.23,1649.2,Month-to-month,Electronic Check,0,DSL,1
2026,72,F,44,68.06,2971.88,Month-to-month,Credit Card,0,Fiber optic,1
2027,52,M,48,83.88,4020.26,One year,Bank Transfer,0,DSL,1
2028,59,M,43,107.62,4596.53,Month-to-month,Electronic Check,0,None,1
2029,51,M,16,20.1,369.07,Month-to-month,Credit Card,1,DSL,0
2030,47,F,35,117.6,4100.49,One year,Electronic Check,0,Fiber optic,1
2031,76,F,53,55.92,3006.06,Month-to-month,Electronic Check,1,DSL,0
2032,72,F,34,53.96,1875.47,Month-to-month,Bank Transfer,0,Fiber optic,1
2033,30,F,3,34.51,90.01,Month-to-month,Electronic Check,0,Fiber optic,1
2034,30,M,68,105.82,7171.17,Month-to-month,Bank Transfer,0,Fiber optic,1
2035,35,F,5,107.08,562.48,Two year,Bank Transfer,0,Fiber optic,1
2036,49,F,10,22.0,192.94,One year,Credit Card,1,DSL,0
2037,49,F,52,25.57,1331.76,One year,Bank Transfer,1,Fiber optic,0
2038,52,M,29,111.83,3204.14,Month-to-month,Credit Card,0,None,1
2039,76,F,31,32.29,989.58,Month-to-month,Credit Card,1,DSL,0
2040,56,F,66,82.09,5375.76,Month-to-month,Credit Card,0,DSL,1
2041,63,M,69,81.97,5634.27,Month-to-month,Bank Transfer,0,Fiber optic,1
2042,69,M,37,106.97,3974.42,One year,Credit Card,0,Fiber optic,1
2043,46,M,27,77.27,2135.42,Month-to-month,Bank Transfer,0,Fiber optic,1
2044,79,M,33,63.4,2067.68,Month-to-month,Bank Transfer,1,Fiber optic,1
2045,66,F,68,117.44,7983.25,Two year,Credit Card,0,Fiber optic,1
2046,46,M,59,42.88,2524.72,Month-to-month,Bank Transfer,0,Fiber optic,1
2047,79,F,64,46.27,2929.7,Two year,Credit Card,0,Fiber optic,0
2048,70,F,44,28.48,1264.13,Month-to-month,Credit Card,0,DSL,1
2049,61,F,49,117.53,5781.44,Two year,Credit Card,1,DSL,0
2050,74,F,53,90.64,4768.64,One year,Electronic Check,0,Fiber optic,1
2051,33,F,49,21.21,1065.0,Month-to-month,Bank Transfer,0,DSL,1
2052,73,M,66,90.43,5988.4,Month-to-month,Electronic Check,0,None,1
2053,61,F,63,60.41,3775.56,Two year,Electronic Check,0,Fiber optic,0
2054,64,F,25,116.75,2933.64,Month-to-month,Bank Transfer,0,None,1
2055,74,F,4,47.74,180.33,Month-to-month,Bank Transfer,0,Fiber optic,1
2056,27,M,51,91.03,4660.64,Two year,Credit Card,1,None,0
2057,47,F,11,82.74,909.75,Month-to-month,Electronic Check,0,Fiber optic,1
2058,42,F,17,21.2,315.21,Month-to-month,Bank Transfer,0,Fiber optic,1
2059,56,M,66,108.52,7191.02,Month-to-month,Credit Card,0,Fiber optic,1
2060,37,F,70,33.96,2382.76,Month-to-month,Bank Transfer,0,None,1
2061,22,F,69,86.36,5981.32,One year,Bank Transfer,0,Fiber optic,1
2062,18,M,29,97.55,2791.56,Month-to-month,Credit Card,1,DSL,1
2063,47,F,72,83.09,6004.61,Two year,Bank Transfer,0,Fiber optic,1
2064,66,F,20,29.71,585.57,One year,Credit Card,0,DSL,0
2065,20,F,27,117.52,3202.97,Two year,Electronic Check,1,Fiber optic,1
2066,62,F,8,43.68,359.36,Month-to-month,Credit Card,0,Fiber optic,1
2067,31,F,61,82.79,5035.68,Month-to-month,Bank Transfer,0,DSL,1
2068,73,M,28,99.72,2762.35,Month-to-month,Electronic Check,1,Fiber optic,1
2069,47,M,70,113.92,8005.99,Month-to-month,Electronic Check,0,Fiber optic,1
2070,67,M,3,80.4,247.22,One year,Credit Card,1,Fiber optic,0
2071,21,F,69,45.91,3216.54,One year,Credit Card,1,Fiber optic,0
2072,35,F,7,103.66,712.97,Month-to-month,Credit Card,0,Fiber optic,1
2073,79,F,60,36.32,2197.77,Month-to-month,Electronic Check,1,Fiber optic,1
2074,54,M,4,22.23,101.2,Month-to-month,Credit Card,0,Fiber optic,1
2075,42,F,5,110.81,567.81,Month-to-month,Bank Transfer,0,Fiber optic,1
2076,65,F,11,77.54,876.64,One year,Electronic Check,0,DSL,0
2077,18,F,15,26.96,368.31,Month-to-month,Credit Card,0,Fiber optic,1
2078,70,M,64,77.97,4995.04,Two year,Electronic Check,0,Fiber optic,0
2079,63,M,13,34.5,449.41,One year,Bank Transfer,0,Fiber optic,0
2080,32,F,7,23.14,146.23,Two year,Bank Transfer,0,Fiber optic,0
2081,26,F,6,31.65,183.52,Month-to-month,Bank Transfer,0,None,1
2082,32,F,56,97.51,5462.44,Two year,Credit Card,0,Fiber optic,1
2083,66,M,64,95.57,6098.57,One year,Credit Card,0,DSL,1
2084,74,M,50,80.43,4000.82,Month-to-month,Electronic Check,1,DSL,1
2085,41,M,30,40.93,1251.73,Month-to-month,Credit Card,1,Fiber optic,1
2086,21,F,22,93.9,2022.49,Two year,Electronic Check,1,DSL,0
2087,29,M,25,60.8,1501.3,Month-to-month,Credit Card,0,None,1
2088,76,F,28,71.08,2005.61,Month-to-month,Bank Transfer,0,DSL,1
2089,75,F,39,109.76,4251.52,Month-to-month,Credit Card,0,Fiber optic,1
2090,54,M,67,65.79,4415.16,Month-to-month,Credit Card,0,Fiber optic,1
2091,78,F,5,82.64,393.42,Month-to-month,Credit Card,0,Fiber optic,1
2092,54,M,65,116.18,7586.03,One year,Bank Transfer,0,Fiber optic,1
2093,60,F,15,65.14,962.1,Month-to-month,Electronic Check,0,None,1
2094,77,F,67,76.07,5069.64,One year,Credit Card,0,None,0
2095,23,M,40,78.44,3140.61,Month-to-month,Bank Transfer,1,None,0
2096,56,F,69,44.07,3004.4,Month-to-month,Credit Card,0,DSL,1
2097,73,F,43,93.69,4058.42,Month-to-month,Credit Card,0,DSL,1
2098,63,F,1,92.66,110.66,One year,Bank Transfer,0,DSL,1
2099,41,F,22,41.36,936.97,Month-to-month,Credit Card,0,DSL,1
2100,28,F,62,21.33,1312.35,One year,Credit Card,0,Fiber optic,0
2101,79,F,26,119.89,3150.64,Month-to-month,Credit Card,1,Fiber optic,1
2102,30,F,18,78.16,1406.23,One year,Credit Card,0,DSL,0
2103,51,F,48,38.1,1788.27,One year,Credit Card,0,Fiber optic,0
2104,42,M,9,48.36,407.64,Month-to-month,Bank Transfer,1,Fiber optic,1
2105,24,M,1,81.78,102.89,One year,Bank Transfer,0,Fiber optic,1
2106,69,F,9,33.76,343.48,Month-to-month,Credit Card,1,None,0
2107,21,F,23,23.73,505.31,One year,Credit Card,1,DSL,0
2108,76,M,45,99.85,4529.67,One year,Electronic Check,0,DSL,1
2109,25,F,2,91.58,213.07,Month-to-month,Bank Transfer,0,Fiber optic,1
2110,37,M,14,50.96,699.1,One year,Credit Card,0,Fiber optic,0
2111,46,M,38,25.85,1001.23,Month-to-month,Electronic Check,0,Fiber optic,1
2112,71,M,40,68.63,2713.9,Month-to-month,Bank Transfer,1,Fiber optic,1
2113,70,F,63,47.62,3031.4,Month-to-month,Electronic Check,0,Fiber optic,1
2114,68,F,16,59.78,972.21,Month-to-month,Electronic Check,0,None,1
2115,62,F,6,47.4,278.28,Month-to-month,Credit Card,1,Fiber optic,1
2116,63,M,3,37.53,149.04,Month-to-month,Credit Card,0,Fiber optic,1
2117,27,M,14,58.7,785.72,Month-to-month,Bank Transfer,0,Fiber optic,1
2118,60,M,66,116.49,7722.92,One year,Electronic Check,0,DSL,1
2119,51,F,67,46.62,3075.93,One year,Electronic Check,1,DSL,0
2120,74,M,31,53.6,1686.92,One year,Credit Card,1,None,0
2121,43,M,33,52.92,1753.7,Month-to-month,Bank Transfer,1,DSL,0
2122,58,F,1,68.03,87.7,Month-to-month,Credit Card,1,Fiber optic,1
2123,66,M,44,104.35,4582.63,Two year,Bank Transfer,1,Fiber optic,0
2124,75,M,15,60.21,939.59,Month-to-month,Electronic Check,1,Fiber optic,1
2125,20,F,37,100.61,3703.88,Month-to-month,Bank Transfer,0,Fiber optic,1
2126,73,F,27,31.5,828.0,Month-to-month,Electronic Check,1,Fiber optic,1
2127,23,M,48,109.49,5235.7,Month-to-month,Bank Transfer,0,None,1
2128,22,F,27,38.53,1067.75,Two year,Credit Card,0,DSL,0
2129,22,M,12,23.92,286.57,One year,Credit Card,1,Fiber optic,0
2130,71,F,67,35.84,2404.99,Month-to-month,Credit Card,1,Fiber optic,1
2131,64,M,30,39.07,1205.27,Two year,Bank Transfer,0,Fiber optic,0
2132,40,F,66,70.85,4709.44,Month-to-month,Electronic Check,0,DSL,1
2133,66,M,7,64.99,421.1,One year,Credit Card,0,Fiber optic,0
2134,26,F,34,91.59,3119.04,Month-to-month,Bank Transfer,0,Fiber optic,1
2135,52,F,32,25.1,765.8,Month-to-month,Bank Transfer,0,Fiber optic,1
2136,37,F,39,69.77,2757.88,Month-to-month,Credit Card,1,Fiber optic,1
2137,75,F,43,53.25,2323.45,One year,Credit Card,0,DSL,0
2138,66,F,43,83.07,3606.94,Month-to-month,Credit Card,0,DSL,1
2139,78,F,3,24.37,93.6,One year,Credit Card,0,Fiber optic,0
2140,76,F,46,23.49,1077.23,Month-to-month,Bank Transfer,0,Fiber optic,1
2141,59,M,32,62.73,1997.83,Month-to-month,Electronic Check,0,DSL,1
2142,52,M,43,101.13,4338.11,Two year,Electronic Check,1,Fiber optic,0
2143,67,F,3,87.11,217.95,Month-to-month,Bank Transfer,0,Fiber optic,1
2144,35,F,63,21.67,1410.1,Month-to-month,Electronic Check,1,DSL,0
2145,79,M,40,37.85,1509.03,Two year,Bank Transfer,0,DSL,0
2146,34,M,18,42.67,811.07,Month-to-month,Bank Transfer,1,Fiber optic,1
2147,41,F,67,62.31,4212.7,Month-to-month,Bank Transfer,1,Fiber optic,1
2148,20,M,62,78.67,4910.4,Month-to-month,Electronic Check,1,DSL,0
2149,49,M,10,41.65,425.33,Month-to-month,Bank Transfer,0,None,1
2150,52,F,52,58.25,2989.16,Month-to-month,Bank Transfer,1,DSL,0
2151,55,F,46,78.39,3588.33,Two year,Credit Card,0,DSL,0
2152,30,F,55,58.34,3219.06,Month-to-month,Credit Card,0,Fiber optic,1
2153,73,M,46,34.32,1530.07,Month-to-month,Electronic Check,0,Fiber optic,1
2154,78,F,60,69.17,4104.46,Month-to-month,Credit Card,0,Fiber optic,1
2155,64,F,26,52.4,1380.17,Month-to-month,Credit Card,0,Fiber optic,1
2156,42,M,27,106.42,2912.16,Month-to-month,Credit Card,0,DSL,1
2157,26,F,38,97.56,3742.8,Two year,Bank Transfer,1,Fiber optic,1
2158,21,M,22,39.03,825.47,Month-to-month,Credit Card,0,Fiber optic,1
2159,31,M,26,35.26,957.88,Month-to-month,Electronic Check,0,Fiber optic,1
2160,54,M,69,54.77,3798.76,One year,Bank Transfer,1,Fiber optic,0
2161,51,M,35,61.22,2164.33,Month-to-month,Electronic Check,0,DSL,1
2162,28,M,66,113.2,7451.6,Month-to-month,Electronic Check,0,None,1
2163,58,M,51,50.16,2579.76,Month-to-month,Electronic Check,1,Fiber optic,1
2164,73,F,18,106.76,1942.66,Month-to-month,Electronic Check,0,DSL,1
2165,20,F,43,70.53,3042.26,Month-to-month,Electronic Check,0,Fiber optic,1
2166,76,F,12,108.56,1288.45,Month-to-month,Credit Card,0,DSL,1
2167,45,M,3,90.2,301.7,Month-to-month,Credit Card,0,Fiber optic,1
2168,46,F,7,90.84,679.63,Month-to-month,Electronic Check,0,Fiber optic,1
2169,26,M,6,71.88,468.27,Month-to-month,Electronic Check,0,None,1
2170,20,F,45,104.03,4655.65,Month-to-month,Credit Card,0,DSL,1
2171,42,M,39,45.44,1766.73,One year,Electronic Check,0,Fiber optic,0
2172,51,F,51,110.74,5631.98,One year,Credit Card,1,Fiber optic,1
2173,29,M,9,83.68,773.87,Month-to-month,Electronic Check,0,DSL,1
2174,59,F,23,63.87,1502.16,Month-to-month,Electronic Check,1,Fiber optic,1
2175,26,M,12,118.22,1390.22,One year,Bank Transfer,0,DSL,1
2176,32,F,62,106.2,6629.13,Month-to-month,Electronic Check,1,Fiber optic,1
2177,57,M,40,97.2,3905.73,One year,Bank Transfer,0,DSL,1
2178,42,F,54,47.39,2530.9,Month-to-month,Electronic Check,0,DSL,1
2179,22,F,7,117.37,808.7,Month-to-month,Bank Transfer,0,DSL,1
2180,28,F,17,94.3,1563.56,One year,Credit Card,0,DSL,1
2181,76,M,50,80.52,4035.71,Two year,Electronic Check,1,Fiber optic,1
2182,51,M,24,112.18,2659.24,Month-to-month,Credit Card,1,DSL,1
2183,41,M,2,36.22,91.75,Two year,Bank Transfer,0,None,0
2184,77,M,33,33.9,1142.42,Month-to-month,Bank Transfer,0,DSL,1
2185,32,M,21,76.37,1601.7,Two year,Bank Transfer,1,Fiber optic,0
